url,title,Is Discontinued By Manufacturer,Product Dimensions,Date First Available,Manufacturer,ASIN,Item model number,Country of Origin,Item Weight,Item Dimensions LxWxH,Net Quantity,main_img,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,list_price,price,discount,description
https://www.amazon.in/Vedix-HydroPlenish-Moisturizing-Customized-Moisturizer/dp/B098LJ7H44/ref=sr_1_36?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-36,"Vedix Sthavi HydroPlenish Moisturizing Face Cream For Dry/Sensitive Skin With Lotus, Aloe Vera and Usheera l Customized Ayurvedic Face Moisturizer - 40 ml",,,3 July 2021,Vedix,B098LJ7H44,,India,80 g,,40.0 millilitre,https://m.media-amazon.com/images/I/51aSs3uxHxS._SY355_.jpg,https://m.media-amazon.com/images/I/61eia2C7WHS._SY355_.jpg,https://m.media-amazon.com/images/I/51Iu6N6wiXS._SY355_.jpg,https://m.media-amazon.com/images/I/51I14ryZ7RS._SY355_.jpg,https://m.media-amazon.com/images/I/51aSs3uxHxS._SY355_.jpg,https://m.media-amazon.com/images/I/610mWNpyjcS._SY355_.jpg,https://m.media-amazon.com/images/I/51ZumUfR7GS._SY355_.jpg,,,,,₹399.00,,N/A,"CUSTOMIZED AYURVEDIC FACE MOISTURIZER FOR DRY/SENSITIVE SKIN: An Ayurvedic daily use moisturizer specially formulated for dry/sensitive skin. It hydrates your skin and restores its barrier.
HYDRATES & RESTORES DAMAGE CAUSED BY DRYNESS: Deeply nourishes and increases moisture retention in the skin. Improves overall skin texture, making it healthy & glowing after every use.
INHIBITS GROWTH OF MICROBES LEADING TO ACNE AND OTHER SKIN INFECTIONS: Contains anti-microbial properties that protect skin from acne-causing bacteria. It also reduces the appearance of acne scars and other blemishes.
BACKED BY AYURVEDIC EXPERTS: Formulated by Ayurvedic Physicians, the moisturizer contains safe and effective herbal ingredients. It is free from harmful chemicals like Silicone, Paraben, etc. Vedix offers customized products that are 100% safe and effective for your skin."
https://www.amazon.in/Blue-Nectar-Ayurvedic-Brightening-Lightening/dp/B0755CQZST/ref=sr_1_37?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-37,Blue Nectar Ayurvedic Brightening Cream and Lightening Face Moisturizer | Face Cream for Men,No,7.5 x 7.5 x 7.5 cm; 50 Grams,25 August 2017,"Sanjivan Anusandhan Pvt Ltd, Sanjivan Anusandhan Pvt Ltd, 1880,HSIIDC,Sonepat,Haryana",B0755CQZST,FCSBRC050SSM,India,50 g,7.5 x 7.5 x 7.5 Centimeters,50.0 gram,https://m.media-amazon.com/images/I/71KW4HcD9SL._SY355_.jpg,https://m.media-amazon.com/images/I/71KW4HcD9SL._SY355_.jpg,https://m.media-amazon.com/images/I/61p-NX1rP7L._SY355_.jpg,https://m.media-amazon.com/images/I/51Y33lo11-L._SY355_.jpg,https://m.media-amazon.com/images/I/61KaEW4BuEL._SY355_.jpg,https://m.media-amazon.com/images/I/617BiI2j8ZL._SY355_.jpg,https://m.media-amazon.com/images/I/514DcqLwvcL._SY355_.jpg,,,,,₹828.75,,N/A,"HELPS REDUCE UNEVEN SKIN TONE: It may also help to lighten the skin
MOISTURISES THE SKIN: Light, non greasy face cream that helps to moisturise the skin without making it look oily
AYURVEDIC HERBAL PREPARATION: Made from choices of herbs that are believed to help relieve dark circles and produce a radiant skin effect
SUITABLE FACE CREAM FOR MEN: Many users have reported visible effect in 3-4 weeks time.
#SavetheBlue - Water is the Blue Nectar of Life. We have pledged to raise the levels of underground water by 10 million litres by Oct ’23. Every time you buy from us, we contribute towards saving water."
https://www.amazon.in/Ozone-Tan-Face-Pack-100/dp/B095P6LPSL/ref=sr_1_38?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-38,Ozone Ayurvedics D Tan Face Pack 100 G - Tan Removal & Oil Control,No,5 x 5 x 5 cm; 100 Grams,20 May 2021,"Ozone Pharmaceuticals Ltd, Ozone Pharmaceuticals Ltd, New Delhi",B095P6LPSL,,India,100 g,50 x 50 x 50 Millimeters,100.0 gram,https://m.media-amazon.com/images/I/41bXLC9oZ7L._SY355_.jpg,https://m.media-amazon.com/images/I/41bXLC9oZ7L._SY355_.jpg,https://m.media-amazon.com/images/I/61T1F9Ze66L._SY355_.jpg,https://m.media-amazon.com/images/I/51dCDoORp2L._SY355_.jpg,https://m.media-amazon.com/images/I/61VKM84UggL._SY355_.jpg,https://m.media-amazon.com/images/I/619InKSyT5L._SY355_.jpg,https://m.media-amazon.com/images/I/51L-QSS7vvL._SY355_.jpg,,,,,"₹219
00",219,-20%,"Bacterial Resistive composition - Herbal D-tan pack with anti-bacterial properties that layers protection against skin bacteria and harmful micro-organisms. Natural remedy in pimples, skin tans, skin infections etc.
Natural Skin guard - Ayurvedic anti-tan pack help scrape dead skin cells off the skin’s surface avoiding bacterial settlement on the skin pores and surface. Feasible solution in clogged pores, dry patches.
Inherits Antibiotic properties - Potent sun tan remover with antibiotic properties that help restrict bacterial and fungal growth on the skin. An effective means to limit the spread of fungal infection in skin infection.
Effective D Tanner - Organic extracts in Ozone anti tan solution acts as an astringent, beneficial in eliminating excess oil and helps in skin toning. Natural solution in pore-coagulation and acne.; Sun Tan Remover with Anti-oxidative features – Ayurvedic D-tan pack rich in vitamin C and anti-oxidative attributes helpful to withstanding oxidative stress like the UV radiation.
Collection Name: Summer Anti Tanning Face Pack"
https://www.amazon.in/Matra-Haldi-Chandan-Ubtan-Face/dp/B08JY6W7PQ/ref=sr_1_39?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-39,"Matra Haldi Chandan Ubtan Ayurvedic Paste Face Pack for Skin Brightening, Tan Removal and Glow With Turmeric & Sandalwood With Face Pack Brush, 100 Grams",,7 x 6 x 6 cm; 100 Grams,9 September 2020,"R.I. Ayurveda, Matra Skincare, Delhi",B08JY6W7PQ,,India,100 g,7 x 6 x 6 Centimeters,100.0 gram,https://m.media-amazon.com/images/I/61VImjGp2JL._SY355_.jpg,https://m.media-amazon.com/images/I/71TCNoRhECL._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/61ouGCPD1iL._CR020412241224_UX175.jpg,,,,,,,,,"₹388
00",388,-20%,"✅ BEST SKIN LIGHTENING & BRIGHTENING FACE PACK: This Ubtan with Haldi-Chandan brightens skin and gives it a golden glow. It lightens the skin and clarifies complexion, rejuvenates skin and gives it a natural glow. This ayurvedic face mask improves skin and texture to render a radiant complexion and clear skin.
✅ REMOVES TAN & PIGMENTATION: This Ubtan is an effective tan removing solution and helps control the damage caused by the sun. Natural oils present in Sandalwood further help cool and soothe sun burns. It acts as a natural bleach for the skin thus helping in the reduction of dark spots and pigmentation.
✅ REDUCES ACNE & BLACKHEADS: It helps to remove acne as well as excess oil from the skin. Turmeric has anti-bacterial properties and hence effectively kills acne causing bacteria and further helps to get rid of blackheads.
✅ ANTI-AGING & REDUCES WRINKLES: Our Haldi Chandan Face Pack helps in reducing wrinkles and other signs of ageing. It further helps relax eyes and to reduce puffiness and under eye circles.
✅ NATURAL GLOW PACK SUITABLE FOR ALL: Our Ubtan Face Pack is natural, free from parabens, sulphates, harmful chemicals, glycols, petrochemicals and phthalates. It is suitable for both men and women and all skin types."
https://www.amazon.in/Sebamed-Clear-Face-Care-50ml/dp/B06XSQ879T/ref=sr_1_40?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-40,Sebamed Clear Face Care Gel 50Ml|Ph 5.5|Acne Prone Skin|Hyaluron & Aloe Vera|Water Based Moisturiser,No,12.4 x 5 x 3.8 cm; 0.07 Grams,23 March 2017,Sebapharma,B06XSQ879T,SEB0021,,0.07 g,12.4 x 5 x 3.8 Centimeters,50.0 millilitre,https://m.media-amazon.com/images/I/61p5M+I2RBL._SY355_.jpg,https://m.media-amazon.com/images/I/716Sz9m0vGL._SY355_.jpg,https://m.media-amazon.com/images/I/71BLM4cQ-vL._SY355_.jpg,https://m.media-amazon.com/images/I/61p5M+I2RBL._SY355_.jpg,https://m.media-amazon.com/images/I/71Sk9BjjtzL._SY355_.jpg,https://m.media-amazon.com/images/I/71kS7tjMa8L._SY355_.jpg,https://m.media-amazon.com/images/I/71927EtwTHL._SY355_.jpg,,,,,"₹366
00",366,-23%,"Panthenol supports the healing of acne lesions
Hyaluronic acid increases the moisturizing binding capacity of the skin
Aloe barbadensis soothes irritated skin"
https://www.amazon.in/Blue-Nectar-Kumkumadi-Ayurvedic-Radiance/dp/B01IZAWOSC/ref=sr_1_41?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-41,"Blue Nectar Kumkumadi Tailam Face Serum with Saffron, Ayurvedic Kumkumadi Face Oil for Glowing Skin (26 Herbs, 10ml)",No,12 x 8 x 8 cm; 60 Grams,23 July 2016,"Kapsa Wellness, Sanjivan Anusandhan Pvt Ltd 1880 HSIIDC, Rai Sonepat 131028",B01IZAWOSC,Q3-GQN3-V877,India,60 g,12 x 8 x 8 Centimeters,10 millilitre,https://m.media-amazon.com/images/I/61UH4Eqin-L._SY355_.jpg,https://m.media-amazon.com/images/I/71UhPcvn13L._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/71iqJ00BgKL._CR020412241224_UX175.jpg,https://m.media-amazon.com/images/I/81CpZKU1FZL._CR020412241224_UX175.jpg,,,,,,,,₹815.00,,N/A,"SKIN BRIGHTENING SERUM- Blue Nectar Kumkumadi Oil is crafted with a unique blend of face oils and skin revitalizing herbs like Saffron & Sandalwood that work efficaciously in improving the appearance of dark spots, dry or patchy skin, resulting in skin that’s bright and radiant.
ELIXIR FOR ANTI AGING- The collagen boosting properties of the herbs like Saffron in this anti-aging serum Saffron help ameliorate the elasticity of skin and improve the appearance of fine lines, wrinkles, crow feet & smile lines. Mulethi helps improve the skin texture thus maintaining a healthier and younger looking skin.
HYDRATED & NOURISHED SKIN – The face serum is deeply nourishing and moisturizing to soothe dull, dry, or damaged skin. This face oil softens the skin, smoothens its texture, and locks in hydration, giving a nourished even-toned look.
YOUTHFUL APPEARANCE OF THE SKIN-The luxurious kumkumadi oil along with other natural herbs help in enhancing skin radiance, refines textures and fine lines. Naturally scented with pure botanical blend of oils for illuminating skin naturally.
SKIN REJUVENATING HERBS- Classical kumkumadi face oil for glowing skin is formulated with pure ayurvedic herbs like Saffron, Nagkesar, Manjistha, Forest Honey etc that nourish and revitalize the skin from deep within.
LIGHT WEIGHT & NON-GREASY FEEL- This face oil for glowing skin has a light texture and absorbs quickly into your skin, without making it feel heavy and sticky. Regular use of just 1-2 drops of this authentic Kumkumadi Tailam for 2-3 months helps improve face glow and even out skin tone.
100% NATURAL & CRUELTY FREE- This serum for face has no chemicals. Free from Paraben, SLS, SLES & Mineral Oil. Always Cruelty Free. This kumkumadi tailam for face works well for all skin types, including sensitive skin. Apply 1-2 drops, and massage gently in an upward motion to experience a radiant and glowing skin."
https://www.amazon.in/Vedix-Brightening-Yashtimadhu-Customized-Ayurvedic/dp/B098LH4QZN/ref=sr_1_42?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-42,"Vedix Vitamin C Face Serum, Customised Ayurvedic Aloka VC Brightening Face Serum, With Amla + Yashtimadhu + Jambira For Tanned Skin - 20 ml",,18 x 3 x 3 cm; 90 Grams,3 July 2021,,B098LH4QZN,,India,90 g,18 x 3 x 3 Centimeters,20.0 millilitre,https://m.media-amazon.com/images/I/51AI8VtjS7S._SY355_.jpg,https://m.media-amazon.com/images/I/61eia2C7WHS._SY355_.jpg,https://m.media-amazon.com/images/I/51Al0tztsgS._SY355_.jpg,https://m.media-amazon.com/images/I/51HP6r+j0uS._SY355_.jpg,https://m.media-amazon.com/images/I/51edzZKkuRS._SY355_.jpg,https://m.media-amazon.com/images/I/51AI8VtjS7S._SY355_.jpg,,,,,,₹399.00,,N/A,"CUSTOMIZED AYURVEDIC VITAMIN C FACE SERUM FOR TANNED SKIN: An Ayurvedic daily use face serum specially formulated for tanned skin thathas the goodness of Amla, Lemon & Yashtimadhu restores damage caused by suntan.
RESTORES DAMAGE CAUSED BY SUN: The potent Vitamin C formula protects skin from the harmful UV rays, keeps skin hydrated, and brightens uneven skin tone caused by tan.
BRIGHTENS SKIN TONE: The antioxidants in the brightening face serum fades blemishes, dark spots, patches and pigmentation.
BACKED BY AYURVEDIC EXPERTS: Formulated by Ayurvedic Physicians, the serum contains safe and effective herbal ingredients. It is free from harmful chemicals like Silicone, Paraben, etc. Vedix offers customized products that are 100% safe and effective for your skin.
Item Form: Drop"
https://www.amazon.in/Naturals-Brightening-Protective-Ayurvedic-Moisturizer/dp/B09MG4W2RS/ref=sr_1_43?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-43,Purple Naturals Haldi & Chandan Cream Soft Sooth Brightening Glow Skin Protective Natural Ayurvedic Herbals Moisturizer Fairness Face Massage Cream For All Skin Types (50Gm),,16 x 14 x 12 cm; 50 Grams,22 November 2021,"Ananya Style, Bada Ganpati",B09MG4W2RS,PN_Haldi_Chandan_Cream,India,50 g,16 x 14 x 12 Centimeters,50.0 gram,https://m.media-amazon.com/images/I/51wStkGoI-L._SY355_.jpg,https://m.media-amazon.com/images/I/61jut4oTFBL._SY355_.jpg,https://m.media-amazon.com/images/I/51wStkGoI-L._SY355_.jpg,https://m.media-amazon.com/images/I/61ty6X+eCNL._SY355_.jpg,https://m.media-amazon.com/images/I/61XppbKcGoL._SY355_.jpg,https://m.media-amazon.com/images/I/61CEe7jjOQL._SY355_.jpg,https://m.media-amazon.com/images/I/614osGiL+0L._SY355_.jpg,,,,,"₹220
00",220,-54%,"🌱 Natural Ayurvedic Ingredients: Purple Natural Haldi Chandan cream is natural herbal cream made in India product it is made with Haldi Extract, Chandan Extract, Olive Oil, Honey, Almond oil, Aloe Vera Extract, Glycerin, Beeswax. Haldi is an antibiotic medicine that is a perfect healer as it restores skin’s suppleness in a non-abrasive natural way
✔️ Antioxidant Based Formula:: Haldi or Chandan is a magical ingredient for skin cells as it helps remove dead skin cells and improves skin tone. It rejuvenates and nourishes dry skin. Enriched with antioxidants, it defies the early signs of ageing
👩 Soft Glowing Skin: The formulation helps you achieve that youth like supple glow with regular use. This natural ayurvedic ingredient for helping to enhance the skin texture and protects the skin against harmful sun rays, pollutants, and irritants as well as helps to provide the clear healthy soft supple glowing skin
👫 Suitable For All: Purple Naturals Haldi Chandan Cream is free from chemicals, parabens and petrochemicals, that is ayurvedic remedies that help to clear glowing skin. Haldi Chandan creams are a beneficial ayurvedic cream for the face which makes it useful for men also; they can use it regularly and day to day makes relaxing and refreshing skin. It is most suitable for all seasons and skin types
😊 How to Use: Wash your face with mild face wash. Apply the cream in dots all over the face. Gently massage in an upward direction. You can use it any time of the day, however, using it at night regularly gives the best results. The cream that will make you fall in love with your skin. We believe it is the perfect solution for personal care such as skincare"
https://www.amazon.in/Lever-Ayush-Aloe-Vera-Cooling/dp/B07KGF6BBG/ref=sr_1_44?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-44,"Lever Ayush Natural Ayurvedic Aloe Vera Cooling Face Gel, 150 g",No,15.9 x 7.5 x 5 cm; 150 Grams,20 January 2019,"Herbal Concepts, Herbal Concepts,Haridwar, Uttaranchal, India",B07KGF6BBG,27012,India,150 g,15.9 x 7.5 x 5 Centimeters,150.0 gram,https://m.media-amazon.com/images/I/51ojD9TpufL._SY355_.jpg,https://m.media-amazon.com/images/I/51ojD9TpufL._SY355_.jpg,https://m.media-amazon.com/images/I/51S10O-3AiL._SY355_.jpg,https://m.media-amazon.com/images/I/51Dx96wBhxL._SY355_.jpg,,,,,,,,"₹93
50",93,-15%,"Gives Fresh & moisturised Skin
Aloe Vera Juice heals, soothes, & nourishes skin
Panchakavadi Tailam treats blemishes
Removes excess oil
Leaves Skin Clean & Clear
Gives cool & fresh feeling"
https://www.amazon.in/Ayurvedic-Pomegranate-Acne-spot-ingredients-Moisturises/dp/B09GYP5SSY/ref=sr_1_45?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-45,"Veda5 Ayurvedic Pomegranate & Kakadu Plum Face Pack Powder | For Skincare, Acne-spot Treatment | 100% natural ingredients | Hydrates & Moisturises, 100g - Himalayan Naturals",,8 x 2 x 8 cm; 100 Grams,4 October 2021,"Veda5 Wellness (Pharmacy Div) P.O Maral, Pauri Garhwal, Uttarakhand, info@veda5naturals.com",B09GYP5SSY,,India,100 g,8 x 2 x 8 Centimeters,100.0 gram,https://m.media-amazon.com/images/I/61PCRe7aIaL._SY355_.jpg,https://m.media-amazon.com/images/I/61Hpcohtl7L._SY355_.jpg,https://m.media-amazon.com/images/I/61flEDxx+4L._SY355_.jpg,https://m.media-amazon.com/images/I/61PCRe7aIaL._SY355_.jpg,https://m.media-amazon.com/images/I/61tfe5pMqQL._SY355_.jpg,https://m.media-amazon.com/images/I/6107Y1UxoeL._SY355_.jpg,https://m.media-amazon.com/images/I/617WxwPzBIL._SY355_.jpg,,,,,"₹360
00",360,-10%,"Keep your skin hydrated and nourished with this Veda5 Ayurvedic Pomegranate and Kakadu Plum Powder Face mask. Controls excessive oil production on the skin; Give your skin an oil-free, dewy appearance.
Removes dead skin cells as well as damaged skin; Prevents acne & skin blemishes; Heals sunburned skin caused by UV-A/UV-B radiation.
100% certified: made in India at our GMP (good manufacturing practices) certified facility. There are no chemical preservatives, and the product is gmo and cruelty-free.
To use, combine Veda5 Ayurvedic Pomegranate and Kakadu Plum Powder in a dish. Slowly pour in the water and thoroughly mix it up. Make a paste that is not too thick, not too watery, and not too lumpy. The consistency should be sufficient to spread smoothly across your skin. Apply this paste to your skin and let it on for 15-20 minutes, or until it dries. Once the mask has dried, rinse it off with lukewarm water."
https://www.amazon.in/Botanic-Rain-Pomegranate-Strawberry-Exfoliating/dp/B09N3H1YTY/ref=sr_1_46?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-46,"Botanic Rain Ayurvedic Face Scrub With Pomegranate, Strawberry & Kumkumadi OIL, Organic Natural Scrub For Face For Every Skin Type - 50 gms",,6.3 x 6.3 x 8 cm; 50 Grams,6 December 2021,"Botanic Rain, Sanjivan Anusandhan Pvt. Ltd, care@botanicrain.co, +918766245532",B09N3H1YTY,Ojas,India,50 g,6.3 x 6.3 x 8 Centimeters,50.00 gram,https://m.media-amazon.com/images/I/61h329RUA4L._SY355_.jpg,https://m.media-amazon.com/images/I/61FYMkWn3PL._SY355_.jpg,https://m.media-amazon.com/images/I/61mIrxErgxL._SY355_.jpg,https://m.media-amazon.com/images/I/61h329RUA4L._SY355_.jpg,https://m.media-amazon.com/images/I/71RRlYf2QwL._SY355_.jpg,https://m.media-amazon.com/images/I/61YYVPz8InL._SY355_.jpg,https://m.media-amazon.com/images/I/61cs3Nx5ClL._SY355_.jpg,,,,,"₹545
00",545,-32%,"Exfoliates Deeply, Polishes Skin, Removes Blackheads - Face scrub for women to an even tone skin. Face scrub for men polishes your skin & removes blackheads. Use this exfoliate scrub for face twice a week to deep cleanse the skin.
Exfoliate White Moisturizing The Skin - Twice a week use scrub for men to remove all the dirt & grime settled in the pores. Get back your natural skin glow with exfoliating scrub. This tan removal scrub can help your skin become firmer, smoother and more radiant.
Fights Free Radical Damage - Sandalwood present in this walnut scrub for face works to prevents free radical formation thus delaying signs of ageing. This anti aging scrub for women, clean spores & improve skin allowing the skin to breathe & maintaining the moisture of the skin. Crafted with kumkumadi tailam the face scrub for oily skin boosts of anti aging & wrinkle repair properties.
Face Scrub For Glowing Skin - Walnut shell acts as natural exfoliator for face cleaning out the pores, gently buffing out dry skin & dead cells resulting in dark spot removal, reducing the appearance of blemishes, spots, & pigmentation. Men face scrub works perfectly & provides improved texture of the skin.Our exfoliating de tan scrub cleanses the pores
Made With Ayurvedic Ingredients - Ayurvedic walnut scrub is free from sulphates & paraben does not contain any harmful chemicals. Our face scrub for dry skin is infused with essential oils & natural products. Made In India, Dermatologically checked detan scrub."
https://www.amazon.in/Nuskhe-Paras-Ayurvedic-Glass-Water/dp/B09J8NF912/ref=sr_1_47_mod_primary_new?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-47,Nuskhe By Paras Ayurvedic Glass Skin Rice Water Face Mist - 100 gm | RICE Water | Vitamin C | Papaya | Licorice | Watermelon | Jojoba | Improve Skin Tone | Reduces Scars | Minimizing Pores | Skin Glow Pack O f 1,,13 x 3 x 3 cm; 100 Grams,12 October 2021,Unico Pharmaceuticals,B09J8NF912,,India,100 g,13 x 3 x 3 Centimeters,100 gram,https://m.media-amazon.com/images/I/61WjyD707GL._SY450_.jpg,https://m.media-amazon.com/images/I/61W2FMdCkcL._SY450_.jpg,https://m.media-amazon.com/images/I/71x3gVqUuDL._SY450_.jpg,https://m.media-amazon.com/images/I/714ILAk-uwL._SY450_.jpg,https://m.media-amazon.com/images/I/61WjyD707GL._SY450_.jpg,,,,,,,"₹284
05",284,-53%,"RICE Water-Anti-ageing & Helps minimizing pores & helps skin glow
Vitamin C : Helps Improve skin tone & reduces scars
Papaya , Licorice & Watermelon : Helps build Collagen & improve elasticity of the skin
Jojoba seed oil : Helps heal scars and fade stretch marks
Directions of use: Use morning and night on a cleansed face"
https://www.amazon.in/Just-Herbs-Herbal-Nourishing-Massage/dp/B07DLDMKQ4/ref=sr_1_48?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-48,"Just Herbs Ayurvedic Herbal Nourishing Face Moisturizing Massage Cream For Dull & Dry Skin - Parabens, SLS Free 100 gm",No,6.2 x 6.2 x 5.9 cm; 100 Grams,22 April 2018,"Apcos Naturals Pvt Ltd, Apcos Naturals Pvt Ltd, Plot no 202 , Industrial Focal Point, Phase 9 Mohali 160062, 0172 -5027145",B07DLDMKQ4,JHNMC,India,100 g,6.2 x 6.2 x 5.9 Centimeters,100.0 gram,https://m.media-amazon.com/images/I/71QmG78Pv+L._SY450_.jpg,https://m.media-amazon.com/images/I/717Pt1FdO0L._SY450_.jpg,https://m.media-amazon.com/images/I/71pMplrVKvL._SY450_.jpg,https://m.media-amazon.com/images/I/71QmG78Pv+L._SY450_.jpg,,,,,,,,₹486.00,,N/A,"Quantity: 100 gms
Skin Type: Normal to Dry Skin
Pack Contain: One Massage Cream for Face
Contains certified organic Ashwagandha, Neem, Sandalwood and certified organic cold-pressed oils of Sunflower-seed, Almond and Aloe Vera
Free from petrochemicals, parabens, SLS/SLES PEG/PPG, Genetically modified ingredients(GMO) and other harmful synthetic ingredients"
https://www.amazon.in/Vedix-Customized-Visible-Signs-Ageing/dp/B097MLK7YP/ref=sr_1_49?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-49,"Vedix Ayurvedic Anti Ageing Skin Care Kit for Dry Skin, Customized Skin Care (Pack of 3) with Face Wash/Cleanser 100ml + Face Serum 20ml + Moisturizer/Face Cream 40ml For Women & Men",,,18 June 2021,Vedix,B097MLK7YP,,India,420 g,,160.0 millilitre,https://m.media-amazon.com/images/I/61In4Rdw22S._SY355_.jpg,https://m.media-amazon.com/images/I/61qjTVV8tFS._SY355_.jpg,https://m.media-amazon.com/images/I/61VSvu5f4-S._SY355_.jpg,https://m.media-amazon.com/images/I/61In4Rdw22S._SY355_.jpg,https://m.media-amazon.com/images/I/61JiZemQZaS._SY355_.jpg,https://m.media-amazon.com/images/I/618MIUTYFNS._SY355_.jpg,https://m.media-amazon.com/images/I/61vz09ArsiS._SX355_.jpg,,,,,"₹1,099.00",,N/A,"CUSTOMIZED AYURVEDIC FACIAL KIT FOR VISIBLE SIGNS OF AGEING IN DRY SKIN: Safe and effective skin care Kit for sensitive skin with acne. Facial kit includes a set of 3 products - face cleanser, serum, and moisturizer.
AYURVEDIC FACE WASH FOR CLEANSING: Customized face cleanser for dry or rough textured skin to gently cleanse and hydrate skin without stripping off its natural oils.
FACE SERUM FOR AGEING SKIN: This serum is a hydrating formula that locks moisture inside skin cells to lessen the appearance of signs of ageing.
NON_GREASY AYURVEDIC FACE MOISTURIZER: Customized to suit dry or rough textured skin, the moisturizer soothes and softens dry skin by locking in moisture, provides deep hydration, improves overall skin texture, making it healthy & glowy after every use.
BACKED BY AYURVEDIC EXPERTS: Formulated by Ayurvedic Physicians with safe and effective herbal ingredients. Silicone, Paraben, and Sulphate Free formula. Customized products that are 100% safe and effective for your skin."
https://www.amazon.in/Omved-Skin-Nagarmotha-Mask-Ayurvedic/dp/B07R4SJY3J/ref=sr_1_50?crid=XLNL99H54D83&keywords=ayurvedic+face+care&qid=1677937380&sprefix=ayurvedic+face+car%2Caps%2C969&sr=8-50,"Omved Skin Nagarmotha Natural and Ayurvedic Powder Face Pack for Glowing Skin, 100 G",,7.2 x 7.2 x 9.2 cm; 100 Grams,24 April 2019,"Omved Therapies Private Limited, Ground Floor, Gala No.4, Olympus Industrial Estate, Off Mahakali Caves Road, Andheri (E), Mumbai 400093 | Customer Care Email customercare@omved.com, Contact +91-9820132832",B07R4SJY3J,,India,100 g,7.2 x 7.2 x 9.2 Centimeters,100 gram,https://m.media-amazon.com/images/I/51CVEKDMI4L._SY355_.jpg,https://m.media-amazon.com/images/I/51M8CcFLgjL._SY355_.jpg,https://m.media-amazon.com/images/I/51CVEKDMI4L._SY355_.jpg,https://m.media-amazon.com/images/I/61xt0eV5z1L._SY355_.jpg,https://m.media-amazon.com/images/I/71VMn0hXYdL._SY355_.jpg,https://m.media-amazon.com/images/I/81J3gUSWuUL._SY355_.jpg,https://m.media-amazon.com/images/I/71WgffhAsxL._SY355_.jpg,https://m.media-amazon.com/images/I/71tLz1MhXsL._SY355_.jpg,,,,₹425.00,,N/A,"Unique contents - nagarmotha lightens and detoxifies the skin, lodhra is used to improve complexion and tone, orange peel powder gives skin its elasticity back and strengthens it
Radiant face mask - 100% natural and organic - anti-aging effect to reduce wrinkles - chemical free
Anti-ageing mask - Omved€s nagarmotha face mask helps your skin regain its youthfulness and charm lost over the years due to pollution and stress
Nourishes skin - it reduces wrinkles, fine-lines and age spots to clear your complexion; this skin pack is similar to an elixir for skin that needs hydration and nourishment
Ayurvedic formulation - carefully retrieved from ancient ayurvedic recipe it is a powerful blend of 13 highly-prized therapeutic extracts that are known to enhance the facial skin tone and texture"
