title,description,main_img,list_price,price,discount,image1,image2,image3,image4,Net Quantity,Manufacturer,ASIN,Item Weight,Item Dimensions,Item model number,Country of Origin,Manufacturer Address
Maharishi Ayurveda Amlant - For Acidity & Gas Relief | Strengthens the Digestive System |Helps in Balancing Pitta Doshas | 100% Herbal | 60 Tablets | 10 Tablets x 6 Strips x Pack of 1,"NATURAL REMEDY FOR INDIGESTION: Maharishi Ayurveda Amlant is a synergistic combination of potent herbs Sunthi, Pippali, Haritaki, Mulethi, Nisoth, and Swet paprpati that work at a fundamental level by balancing the Pitta doshas to regulate indigestion.
REDUCES THE RE-OCURRENCE OF ACIDITY: The blend of potent natural herbs helps balance the stomach pH levels, thereby, promoting good gut bacteria and giving long-lasting relief from gas and acidity.
NON-HABIT FORMING, NO SIDE-EFFECTS: Backed by research, Maharishi Ayurveda Amlant is an ayurvedic supplement that is 100% non-habit-forming, herbal, 100% safe to consume, and does not contain artificial colours and preservatives
CLINICALLY PROVEN: Maharishi Ayurveda Amlant is clinically tested at AIIMS New Delhi for effectiveness in managing acidity with no side effects
MADE WITH SUPER INGREDIENTS: Maharishi Ayurveda Amlant is a powerhouse of natural ingredients. The potent combination of Amla, Methi, Haritaki, Mulethi, Pipli, Sunthi, Vaidang, Vibhitaki, Lawang, Sarjika, Parpati, Amlaki, and Mulethi Naga Mustaka, Mishri work together to promote happy gut health.
DIRECTIONS FOR USE: 1-2 Tablets twice a day or as needed with water after food. For quick relief, crush the tablet in the mouth and slowly swallow with water",https://m.media-amazon.com/images/I/61a2hWD+pJL._SX450_.jpg,₹269.00,,N/A,https://m.media-amazon.com/images/I/61fHPnvmLuL._CR204012241224_UX175.jpg,https://m.media-amazon.com/images/I/7134C5cEqVL._CR204012241224_UX175.jpg,https://m.media-amazon.com/images/I/71Kj8rjoOwL._CR204012241224_UX175.jpg,https://m.media-amazon.com/images/I/61298LpjAKL._CR204012241224_UX175.jpg,60 count,"Maharishi Ayurveda Products Private Limited, Maharishi Ayurveda Products Private Limited",B00A78SDV8,60 g,13 x 6 x 8 Centimeters,MA12,India,"Maharishi Ayurveda Products Private Limited, Maharishi Ayurveda Products Private Limited"
Charak Pharma Ojus Tablet to improve digestion (Set of 3x30),"Manufactured by: Charak Pharma Pvt Ltd
Common use: - as per physician's advice, useful as digestive (pachak)
Dosage: -1 tablets, 2 hours after major meal","https://m.media-amazon.com/images/I/51rKrpVSk8L._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹242
00",242,-15%,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41wDM4NNb5L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,3.00 count,Charak Pharma Pvt Ltd,B01GX1Y096,100 g,,,India,Charak Pharma Pvt Ltd
"Acideem Plus Tablet for Relief in Acidity, Gas, Bloating & Indigestion I Safe & Natural, Clinically Proven, Ayurvedic Medicine","Reduces chronic hyperacidity and heartburn
Acts on the symptoms of nausea and acid reflux
Aids in digestion and improves metabolism
Safe and effective, clinically proven formulation
Ayurvedic proprietary medicine comprising of select herbs that treat hyperacidity",https://m.media-amazon.com/images/I/71nB8PuiZJL._SY450_.jpg,"₹237
50",237,-5%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41To0hP3jBL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,30.00 count,Healing Hands & Herbs,B09B8N5NZ7,150 g,,30 TABLETS,India,Healing Hands & Herbs
Ayurvel Sachet Safe & gentle Ayurvedic laxative (50 x 4 gm) 200g,"Safe and gentle ayurvedic laxative with 100% balanced natural formula
Ideal for daily use to regularize bowel movement and cleans the entire gastrointestinal system.
Superior to isabgol with no bulk discomfort without artificial colour, flavor, and sugar; also free from preservatives
Effective in gas, acidity, and minor gastric problems","https://m.media-amazon.com/images/I/71d2pVAzQ0L._SX450_PIbundle-2,TopRight,0,0_SX450SY406SH20_.jpg","₹549
00",549,N/A,https://m.media-amazon.com/images/I/71d2pVAzQ0L._SX450_PIbundle-2TopRight00_SX450SY406SH20_.jpg,,,,60.0 gram,Nirav healthcare,B09SL13P3Y,260 g,,,India,Nirav healthcare
OUJASYA Amlapitta Ayurvedic Capsules | Relieves Acidity & Hyper Acidity | Improves Digestion | Reduces Heart Burn & Nausia | Gut Health Ayurveda | Capsules - 60 Count,"REDUCES ACID REFLUX: OUJASYA Amlapitta Ayurvedic Capsules is a herbal blend of ayurvedic herbs that reduces acid reflux in the stomach, remedy for constipation and enhances the working of digestive enzymes.
IMPROVES GUT HEALTH: Carefully formulated by experts, amlapitta capsules improve and cleanse gut health and helps in breaking the food efficiently. If you have digestive or bloating issues, these capsules will do wonders for you.
PREVENTS HEARTBURN: Heartburn is caused when you consume a lot of salt and couldn't digest it properly. OUJASYA highly recommends these capsules to people who face such issues more often.
NATURAL INGREDIENTS: Packed with richness, each of these capsules contains a precise amount of Munakka, Jyesthimadhu, Kharek Ghar, Swetkamal Ghan, Anantmul Ghan, Banslochan Ghan, Amla Ghan, Nagarmotha Ghan, Dhania Ghan, Tagar Ghan, Kababchini, Jayfal Ghan, Taj Ghan, Tejpatra Ghan, Elaichi Ghan, Valo Ghan, Nagkesar Gha, Chotti Pepper Ghan.
PACK OF 60 CAPSULES: OUJASYA Amlapitta Capsules comes in a jar of 60 capsules. It means you can add it to your daily routine without worrying about restocking it again and again.",https://m.media-amazon.com/images/I/61Sv2C8Cu+L._SY450_.jpg,₹475.00,,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41GDVYYV41L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,60.00 count,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH",B08TMFP8F9,70 g,,,India,"HerboLab India Pvt Ltd, Herbolab India Pvt Ltd, D-Wing, Span Industrial Complex, Vapi-Silvassa Road, Dadra, UT of DNH"
UTTAM CHURAN : Ayurvedic digestion powder prepared with all natural ingredients | (220 gm) pack of 1,"Ingredients used (Jeera, Laung, Mag Pippal, Sonth, Desi Ajwain, Dhania, Saunf, Kalimirach, Hingu, Kala Namak, Sandha Namak, Sat Pudhina, Sat Nimbu, Nausadar, Chotti Elaichi, Anardana, Sugar).
Vegetarian.
Pack of 1 (220gm).
Good Health.
Usage Instruction: (1) Eat 5g Empty Stomach in morning. (2) Eat 5g after meal in evening. (3) Or as needed.
Applicable for all.
Tasty.",https://m.media-amazon.com/images/I/61Bzx71QYKL._SY679_.jpg,"₹167
00",167,-17%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,220.0 gram,Generic,B09TWHQSP2,290 g,,,India,Generic
"Jiva Aam Pachak Churna - 100 g - Pack of 2 - Pure Herbs Used, 100% Ayurvedic Formulation, Churan for Healthy Digestion","Jiva Aam Pachak Churna gives quick Ayurvedic relief from digestive disorders, acidity and gastric formation
Prevents Ama formation and eliminates toxic substances formed in the body due to poor digestion
Enriched with the richness of natural Ayurvedic herbs like Saunf, Fennel Seeds, Dhaniya, Corianderjeera, Cumin Seeds, Sonth, & Pudina
Helps in elimination of toxic substances from the body
With 27 years of Ayurvedic expertise, Jiva takes Ayurveda treatment to a global level for millions across the world","https://m.media-amazon.com/images/I/81HxIG5ZWcS._SY450_PIbundle-2,TopRight,0,0_AA450SH20_.jpg","₹306
00",306,-10%,https://m.media-amazon.com/images/I/71xtjHCxL9L._SY450_.jpg,https://m.media-amazon.com/images/I/81PU97MhDlL._SY450_.jpg,https://m.media-amazon.com/images/I/71hur9qlJLS._SY450_.jpg,,200.0 gram,"Jiva Ayurveda Pharmacy ltd., Jiva Ayurvedic Pharmacy Limited - Delhi (MVR)",B07GL6417Q,255 g,130 x 50 x 78 Centimeters,326_Combo_2,India,"Jiva Ayurveda Pharmacy ltd., Jiva Ayurvedic Pharmacy Limited - Delhi (MVR)"
Purndhenu Takrarishta Ayurvedic Helpful in Digestion Abdominal Discomfort 500ML,"Helpful in digestion & nausea gas, intestine bloating, abdominal discomfort irritable bowel syndrome (IBS) & improves appetite.
No preservative | No Plastic | No Additive | No Colour
Safe and suitable for children, teenagers and elders.
100% ayurvedic & ancient traditional method, it contains native ajwain, native wild gooseberry, small myrtle, non-boiled native hill turmeric, wild black pepper without extract, a2 butter, a2 buttermilk, mixed with five salts, Takrarishta is prepared in a month.
Takrarishta is an Ayurvedic Digestive Syrup and herbal enzyme which is completely safe. This is prepared in Ayurveda by Arishta method. It helps very well on diseases of the digestive system, diseases of the intestines and liver. It increases appetite and shows its positive effect in diseases like diarrhea and irritable bowel syndrome (IBS).
This is also helpful in piles. Takrarishta made from buttermilk, this Arishta is very beneficial for stomach intestinal weakness, diarrhoea, undigestion, rasa, Rakta, etc., to remove the deficiency of metals. Takarishta is an Ayurvedic medicine in which very common constituents are used.",https://m.media-amazon.com/images/I/61IGyLT01cL._SY450_.jpg,"₹399
00",399,N/A,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51Evq8cTTRL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,500.0 millilitre,"Purndhenu Panchgavya Pharmacy, Laxmipur Patti, Kashipur, Uttrakhand- 244713. GauSeva Care 6399508108",B08XNJ9PP4,500 g,18 x 8 x 8 Centimeters,,India,"Purndhenu Panchgavya Pharmacy, Laxmipur Patti, Kashipur, Uttrakhand- 244713. GauSeva Care 6399508108"
"Stomach Care By Lifechart Ayurveda. Ayurvedic solution for digestion, Gas & Acidity. (60 capsules)","100% Natural | Herbal Supplement | Quantity: 60 Capsules | Item Form: Capsules
All the herbs used in it have been clinically researched to help build a stronger digestive system.
It helps in HyperAcidity and all associated conditions such as Heartburn, Nausea, Headache and Mouth Ulcers
It also helps in chronic and extreme Acidity, Constipation, Bloating, Flatuence and Gas
It helps in IBS as well
2 capsules of this digestive supplement before meal twice a day or as directed by your healthcare provider.",https://m.media-amazon.com/images/I/61CaalnxvlL._SY450_.jpg,"₹399
00",399,-43%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,60.00 count,Matsyaveda Herbals ltd,B0BPHY96J4,,,,India,Matsyaveda Herbals ltd
"Jiwadaya Antaj Plus Ayurvedic Herbal Acidity Syrup Natural Tonic for Gas Relief, Digestion, Heartburn, Gastric Disorders | Acidity Syrup for Digestion Acidity Gas and Bloating - 200 ml pack of 3","HERBAL ACIDITY SYRUP :Relief from Flatulence, Gas, Indigestion, Heartburn, and Hyperacidity. Helps manage acidity and related symptoms.Helps improve natural digestive enzymes secretion.
NATURAL INGREDIENTS: Contains Jethimadh, known for anti-viral properties, helpful in treating gastritis. Also contains Sunth Rhizome. A precious herb that help produce gastric juices.Natural herbs like Khajur,Guduchi,Shatavari,Amla,Kala Draksh,Kariyatu,Bhumi Amla,Aragwadh Magaj,Dhania,Sauvarchal Namak also in it.
STOMACH CARE: It acts on the entire digestive system, building digestive immunity and help reducing the recurrence of digestive problems like indigestion, gas,flatulence, acidity,bloating|and stomach heaviness.
AYURVEDIC PRODUCT:All-Natural Healer With No Side Effects! This Product Is Appreciated For the Hygienic Formulation, Long Shelf Life, Airtight Packing, and With High Efficacy. Pure Vegetarian & Safe for Everyday Consumption.
DOSAGE – Jiwadya ANtaj plus acidity syrup, (5ml) 1 Teaspoon 3 times a day for children above 12 years and (10ml) 2 Teaspoon 3 times a day for adults without any dilution, you have to take directly after the meals. Natural Ayurvedic formulation without any kind of side effects.","https://m.media-amazon.com/images/I/61BB1r8AmYL._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹413
00",413,-5%,https://m.media-amazon.com/images/I/71GxoH-rnJL._SY450_.jpg,https://m.media-amazon.com/images/I/61d+X9eiRTL._SY450_.jpg,https://m.media-amazon.com/images/I/61eeuUjnz3L._SY450_.jpg,https://m.media-amazon.com/images/I/71aZe4tvNfL._SY450_.jpg,200.0 millilitre,"Sricure Herbs (India) Private Limited, Jiwadaya Healthcare Private Limited",B0B5DSHQY2,760 g,,H016SH03,India,"Sricure Herbs (India) Private Limited, Jiwadaya Healthcare Private Limited"
"Panchamrit Gut Health Effervescent 20 Tablets (Pack of 1) | Improves Digestion, Reduces Heartburn, Acid Reflux, and Constipation | Zesty Lemon Flavoured with Goodness of Mulethi, Ginger & Probiotics","𝐄𝐧𝐫𝐢𝐜𝐡𝐞𝐝 𝐖𝐢𝐭𝐡 𝐭𝐡𝐞 𝐆𝐨𝐨𝐝 𝐒𝐭𝐮𝐟𝐟 ➖ 𝗠𝘂𝗹𝗲𝘁𝗵𝗶: A centuries old herb used in Ayurveda, with many health benefits. 𝗚𝗶𝗻𝗴𝗲𝗿: A popular household ingredient with anti-inflammatory and antioxidant effects. 𝗣𝗿𝗼𝗯𝗶𝗼𝘁𝗶𝗰𝘀: Good for your gut bacteria that promote digestive health (Kids above 5yrs can also take)
𝐇𝐨𝐰 𝐈𝐭 𝐖𝐨𝐫𝐤𝐬 ➖ Say hello to a happier tummy with this nourishing blend of Ayurvedic herbs and other ingredients. While its probiotics, a.k.a good bacteria, improve digestion, the prebiotics help this good bacteria grow. Safe to consume daily, our fizzy tabs help create a healthier gut, minus the risk of pesky digestive issues.
𝐁𝐞𝐧𝐞𝐟𝐢𝐭𝐬 𝐅𝐨𝐫 𝐘𝐨𝐮 ➖ 𝗣𝗿𝗼𝘁𝗲𝗰𝘁𝘀 𝘁𝗵𝗲 𝘀𝘁𝗼𝗺𝗮𝗰𝗵 𝗹𝗶𝗻𝗶𝗻𝗴: Probiotics can heal and protect the intestinal lining.
𝗦𝗼𝗼𝘁𝗵𝗲𝘀 𝘁𝗵𝗲 𝘀𝘁𝗼𝗺𝗮𝗰𝗵: Anti-inflammatory ginger and bromelain, an enzyme extracted from pineapples, help soothe an upset stomach.
𝗣𝗿𝗼𝘃𝗶𝗱𝗲𝘀 𝗿𝗲𝗹𝗶𝗲𝗳 𝗳𝗿𝗼𝗺 𝗯𝗹𝗼𝗮𝘁𝗶𝗻𝗴 𝗮𝗻𝗱 𝗴𝗲𝗻𝗲𝗿𝗮𝗹 𝗱𝗶𝘀𝗰𝗼𝗺𝗳𝗼𝗿𝘁: Ginger and lemon balm herb can ease any discomfort in the stomach.",https://m.media-amazon.com/images/I/71dlAa-l12L._SY450_.jpg,₹379.00,,N/A,https://m.media-amazon.com/images/I/61rO0mkIfmL._CR020412241224_UX175.jpg,,,,20.00 count,Tactus Nutrascience LLP,B0BH4QSTX6,90 g,9 x 6 x 16 Centimeters,,India,Tactus Nutrascience LLP
DR. VAIDYA'S new age ayurveda Piles Care-Ayurvedic Pills | Improve Digestion and Relief from Constipation | Natural Goodness of Lembodi and Rasvanti | (30 Pills Each) (Pack of 2),"A LONG-TERM AYURVEDIC SOLUTION FOR PILES: Dr. Vaidya’s Piles Care is an ayurvedic medicine for piles and fissures. These unique Ayurvedic capsules for piles contain 11 natural ingredients like Haritaki, Aragwadh, Mahaneemb, Suran, Daruharidra, and Nagkesar that can help with piles and fissures.
RELIVES PILES SYMPTOMS (PAIN, SWELLING, BLEEDING, ETC): Dr. Vaidya’s Piles Care, an ayurvedic medicine contains anti-inflammatory, pain-relieving, and laxative herbs like Aragwadh, Mahaneemb, and Suran. These herbs reduce swelling and relieve pain, itching, and burning sensations caused by piles.
HELPS REGULATE BOWEL MOMENTS: Dr. Vaidya’s Piles care contains all-natural ayurvedic herbs that soften the hard stool, increase intestinal mobility, and ensure pain-free, smooth, and satisfactory bowel movements to overcome constipation. They also help to regularize bowel movements to ensure there is less strain on the bowels that can lead to the recurrence of piles. The natural herbs revive the digestive system to provide relief from indigestion, gas and bloating associated with piles.
CONTROLS BLEEDING & HELPS IN WOUND HEALING: Antimicrobial and wound healing properties in this ayurvedic medicine for piles, helps assist the healing process & constrict the blood capillaries, helps to arrest bleeding and mucus discharge.
RECOMMENDED DOSAGE: Take 1 to 2 capsules, with lukewarm water, twice a day after meals, or as directed by a physician. For best results use continuously for 3 months.",https://m.media-amazon.com/images/I/51qmJYyCWeL._SY450_.jpg,"₹407
00",407,-32%,https://m.media-amazon.com/images/I/615n8rwUxAL._SY450_.jpg,https://m.media-amazon.com/images/I/61tE0tdfXhL._SY450_.jpg,https://m.media-amazon.com/images/I/51qmJYyCWeL._SY450_.jpg,https://m.media-amazon.com/images/I/81D9+COWMnL._SY450_.jpg,1.00 count,"Herbolab India Private Limited, 65-72, D wing, span industrial complex,Vapi-Silvassa Road,Dadra 396193",B01I6W52L0,60 g,8.8 x 4.4 x 7 Centimeters,DV_PILESCARE-PA,India,"Herbolab India Private Limited, 65-72, D wing, span industrial complex,Vapi-Silvassa Road,Dadra 396193"
"AN Pharma Liver Tonic Plus Digestive Enzyme Syrup Enriched with 21 Ayurvedic Digestion Enzymes Supplement for Gut Health,Promote |Body Relief from Constipation Acidity & Bloating - 200ml","WHY IT IS NECESSARY FOR YOUR GUT HEALTH? – Simply Herbal Digestive enzymes are natural substances needed by the body to help break down and digest food. It is used when the pancreas cannot make or does not release enough digestive enzymes into the gut to digest the food.
CONTAINS 21 NATURAL AYURVEDIC HERBS FOR IMPROVED DIEGSTION – Powerful combination of Ayurveda Supplement Enzyme mainly consists of Bhringraj Sharpunkha Rohitak Arjun Ashwagandha Chirayata Kalmegh Makoi Vavding Pittapapda Bhumi Amla Daru Haldi Punakha Tulsi Kasni Giloy Harad Amla Kutki Godanti Chitrak Mool and many more. Please check detailed ingredient list on the bottle label Images.
ONE STOP SOLUTION FOR YOUR HEALTHY HAPPY STOMACH!! – It acts on the entire digestive system, building digestive immunity and help reducing the recurrence of digestive problems like indigestion, gas, |flatulence|, |acidity|, |bloating| and stomach heaviness. it also helps in increasing appetite and boosting your digestive immunity. A trusted herbal tonic for long lasting relief.
100% NATURAL & AYURVEDIC: 100% Ayurvedic Product, All-Natural Healer With No Side Effects! This Product Is Appreciated For the Hygienic Formulation, Long Shelf Life, Airtight Packing, and With High Efficacy. Pure Vegetarian & Safe for Everyday Consumption.",https://m.media-amazon.com/images/I/41DlBrgroML.jpg,"₹169
00",169,-15%,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41U5xFgwRAL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51Evq8cTTRL._AC_UF320320_SR320320_.jpg,200.0 millilitre,AN Pharma,B0BTP7LQS9,250 g,,UL22k245,India,AN Pharma
"Multani Pachmeena Combo | Pachmeean Tonik, Pachmeena Liquid Sugar Free (No Added Sugar) & Kabz Down Granules | Ayurvedic Product For Better Digestion","【Ayurvedic Digestive Laxative 】: Multani Pachmeena Tonik Is an Ayurvedic Laxative Beneficial for Relief from Gas, Bloating, Abdominal Discomfort & Improves Appetite.
【Improves Digestive Enzymes Functions】: Multani Pachmeena Has All Ingredients That Helps to Increase Digestive Enzymes Functions. Multani Pachmeena Syrup Has Everything That Constipation Relief Medicine Should Contains.
【Multani Pachmeena Kabz Down Granules】 - Multani Pachmeena Kabz Down Granules is an Ayurvedic Laxative Useful in multiple Digestive Issues with No Side Effect.
【Usefulness-Pachmeena Kabz Down Granules Is A Unique Ayurvedic Remedy Promotes Healthy Bowel Movement.It Works On Multiple Issue Related To Stomach & Digestion Like Gas,Constipation & Helps in Piles,Stomach-Ache & Flatulence,Acidity&Bloating.Also Helps To Flush Toxins From The Digestive Tract Which Indirectly Helps For Enhancing Digestion. Enriched With Ayurvedic Herbs Such As Senna,Ajwain And Chhoti Harar Etc Kabz Down Helps To Treat Constipation Effectively And Gently Without Habit Formation.","https://m.media-amazon.com/images/I/713tNY3lDYL._SY450_PIbundle-3,TopRight,0,0_AA450SH20_.jpg","₹303
00",303,-10%,https://m.media-amazon.com/images/I/31yTikF-T+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31upNbNPRkL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41Wgfe1ejhL._AC_UF320320_SR320320_.jpg,3.00 count,Multani Pharmaceuticals Ltd,B0BS9KX4T3,,,,India,Multani Pharmaceuticals Ltd
Amigos Digestion Syrup (200 ml) | Improve Digestion and Relief from Constipation | 100% Natural & Ayurvedic | Anoopam Ayurveda,"Amigos Syrup acts as a digestive, corrects the indigestion, Hyper acidity, Chronic Constipation
Best for Hyper acidity
100% Ayurvedic, No Side effects",https://m.media-amazon.com/images/I/21-jxHCJJKL._SX450_.jpg,"₹120
00",120,-88%,https://m.media-amazon.com/images/I/31OeCZeBbaL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31YqVt9LS8L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31eMXx5+5qL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41bOR2L1cuL._AC_UF320320_SR320320_.jpg,5.00 count,ANOOPAM AYURVEDIC PHARMACY,B08NYNZHKX,,,,India,ANOOPAM AYURVEDIC PHARMACY
"Ayurvel Syrup 150 ml | Ayurvedic laxative Syrup Relieves Constipation, Acidity, Gas, Aids Digestion ( Pack of 2)","Ayurvel Syrup is a safe and gentle laxative with 100% balanced natural formula, ideal for daily use to regularize bowel movement and cleanse the entire gastrointestinal system.
Ayurvel Syrup contains natural ingredients is completely safe without any known side effects.
Dose: For adults- 10 to 15 ml two times a day preferably, after meal, individual sensitivity best suited to him/her once a person fixes the dose normally it would remain the same everyday unless change in diet or as directed by the physicians.
For children above six years- Half of the adult dose or use as directed by the physician.
Ayurvel Syrup has a natural flavour of saunf
So Keep out of reach of the children. Read the label carefully before use. Do not exceed the recommended dose.
Drug Interactions: There are no any serious drug interactions by the consumption of Ayurvel.
Pack of 2",https://m.media-amazon.com/images/I/615r0cjteOL._SX466_.jpg,"₹224
00",224,N/A,https://m.media-amazon.com/images/I/31brPBMl-zL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31UEL6Trx5L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/51g5qLvqcpL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,150.0 millilitre,Ayurvel,B0BRKGN56N,410 g,,Ayurvel Syrup,India,Ayurvel
Ayurbeat Liquid for Correct digestion & metabolism | Best for Diabetic Patients | Ayurbeat Ayurvedic Juice,"Checks over fatigue
Purifies Blood
Promotes wound healing
Correct digestion & metabolism
Tones up the efficiency & health of pancreatic tissues
Prevent complications & corrects minor functional abnormalities of kidneys, eyes & nerves
Regulates blood sugar level. (hypoglycemia may occur due to concomitant allopathic therapy)",https://m.media-amazon.com/images/I/41sWWy7Lq7L._SY450_.jpg,"₹330
00",330,N/A,https://m.media-amazon.com/images/I/41sWWy7Lq7L._SY450_.jpg,,,,300.0 millilitre,Ayurcin Biogenics Pvt. Ltd.,B0BWX1HR9B,,5.1 x 5.1 x 20.3 Centimeters,,India,Ayurcin Biogenics Pvt. Ltd.
CAC Chandigarh Ayurved Centre Natural & Herbal Digestion Kit/Best Ayurvedic product for digestion,"This syrup reduce the Acidity, Detoxify the blood and also Supports the body health. I
Improves digestion, Supports normal gastric function
heals peptic ulcers naturally
Burning sensation in chest region
maintains Blood pressure.
Control mood swings Stomach ulcers
Helps in digestion Acidity Gas Flatulence",https://m.media-amazon.com/images/I/61N-SCqzQnL._SY450_.jpg,"₹824
00",824,-21%,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41LnpmWpD+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/417M9Qhu6OL._AC_UF320320_SR320320_.jpg,1.00 count,Chandigarh Ayurved Centre,B099PL18Y6,,12 x 12 x 12 Centimeters,,India,Chandigarh Ayurved Centre
"Paet Dhara Pachan Ayurvedic Medicine tablets for Acidity and Gas, Digestion, Anxiety Medicine | Remedy for Heartburn, Gastritis, Acid- reflux & Gastric problems (60 Tablets x Pack of 2) by Dr. Asma",N/A,https://m.media-amazon.com/images/I/711KwrJNVkL._SX450_.jpg,"₹199
00",199,-17%,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41GDVYYV41L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41mikusZ1hL._AC_UF320320_SR320320_.jpg,120.00 count,Dr. Asma Herbals,B09F9PM4SX,,,,India,Dr. Asma Herbals
"Oldforest Pachan Ark | Ayurvedic Tonic for Digestion, Acidity, Constipation and Gas Relief, Helps Improve Digestive Immunity - 200 ML (Pack of 2)","Ayurvedic Digestive PACHAN ARK : It boosts immunity, builds a healthy digestive system and gives relief from constipation.
100% SAFE AYURVEDIC Pachan ARK : Made with all ayurvedic ingredients, it does not cause any harsh side effects such as cramping, bloating or gas. This sugar free formulation is safe and all ingredients.
Ingredients and Benefits : Karela, Amla, Hing, Elaichi, Hared, Sataveri, Improve Appetite, Indigestion, Acidity Gas & Flatulence, Heavy/Queasy Stomach Heartburn, Bloating, Belching, Constipation, Abdominal Pain, Nausea And Vomiting Aroused Due To Indigestion And Abdominal Discomfort.
Dosage & Doctor Consultation : 1 Teaspoonful Thrice a Day or as Directed by the Physician.
Strengthens the Digestive System : Enriched with natural herbs, it helps strengthen the digestive system and maintain a healthy digestive tract.
100% Vegetarian product","https://m.media-amazon.com/images/I/61RMzzgo-4L._SY450_PIbundle-2,TopRight,0,0_AA450SH20_.jpg","₹239
00",239,-15%,https://m.media-amazon.com/images/I/51BrcII8pFL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31sbBj9t2jL._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/41LnpmWpD+L._AC_UF320320_SR320320_.jpg,https://m.media-amazon.com/images/I/31dW1I0C25L._AC_UF320320_SR320320_.jpg,400.0 millilitre,OLD FOREST,B0B3HWM45P,,,,India,OLD FOREST
